EventTemplate,AdldEventId
Failed to complete SASL handshake,4825
"Verifying QOP, requested QOP = privacy, negotiated QOP = auth-conf",4826
"SASL handshake completed, but channel does not have acceptable quality of protection, requested = privacy, negotiated = auth-conf",4827
Starting Metrics Logger Timer,4828
Reading hosts file into set for type hostlist and filename <*>,4829
Parsing entry: host<*>:<*>,4830
Added entry to result set,4831
Checkpoint finished successfully.,4832
unprotectedRelogin,4833
dfs.block.access.token.enable = false,4834
No logs available,4835
dfs.block.access.token.enable = true,4836
"dfs.block.access.token.lifetime=<*> min(s), dfs.block.access.token.renew.interval=<*> min(s), dfs.block.access.token.service.interval=<*>",4837
Successfully scanned blk_<*> on <*><*> <*>,4838
Volume <*><*>: block blk_<*> is no longer in the dataset. <*>,4839
Volume <*><*>: verification failed for blk_<*> because of FileNotFoundException. This may be due to a race with write. <*>,4840
Reporting bad blk_<*> on <*><*>,4841
Could not find ip address of <*> inteface.,4842
Cannot execute getter getPoolName on pool-<*>,4843
Added persistent memory - <*><*> with size=<*>MB,4844
Failed to parse persistent memory volume,4845
Bad persistent memory volume: <*><*>,4846
Provided block pool slice fetched and logged,4847
Passed AuditEvent with id: <*>,4848
Failed AuditEvent with exception: AccessControlException,4849
NNTop conf: <*> = <*>,4850
Recovered <*> replicas from <*><*><*>,4851
Insufficient space for appending to replica on disk,4852
checkAccess operation <*>,4853
Path access checked successfully,4854
Path not found,4855
Access control exception for operation,4856
Number of suppressed read-lock reports: <*> Longest read-lock held at <*>-<*>-<*>T<*>:<*>:<*>.<*> for <*>ms via,4857
checkAccess operation completed,4858
Checking state store connection,4859
Attempting to open state store driver.,4860
Modification on a read-only snapshot is disallowed,4861
Cannot get available namenode for operation getFileInfo,4862
BLOCK* removeDatanode: datanode-<*>.example.com does not exist,4863
FsDatasetImpl.shutdown ignoring InterruptedException from LazyWriter.join,4864
Partial length is greater than zero,4865
Reading fully from block input stream,4866
"Going to check the following volumes disk space: <*><*>,<*><*>,<*><*>",4867
getNNAddressCheckLogical,4868
The destination <*> doesn't exist.,4869
The destination <*> is a symlink.,4870
Registered StateStoreMBean: StateStoreMBean,4871
Failed to register State Store bean StateStoreMBean <*>,4872
State Store metrics not enabled,4873
No excess replica can be found. excessTypes: {}. moreThanOne: {}. exactlyOne: {}.,4874
Encountered exception java.lang.InterruptedException: sleep interrupted,4875
Edits URI Ignoring duplicates.,4876
removing node datanode<*>,4877
Sending heartbeat with <*> storage reports from service actor: DataNode@<*>.<*>.<*>.<*>,4878
No journals available to flush,4879
Processing Plan Command.,4880
Errors while recording the output of plan command.,4881
IOException in LifelineSender for datanode<*>,4882
LifelineSender for datanode<*> exiting.,4883
Traversing directory <*>,4884
"Calling process first blk report from storage: ProvidedStorageInfo{storageID=<*>, blockReportCount=<*>, activeProvidedDatanodes=<*>}",4885
Connected to InMemoryAliasMap at https:<*><*>:<*>,4886
Exception in connecting to InMemoryAliasMap at https:<*><*>:<*>,4887
No log file to finalize at transaction ID <*>; journal id: <*>,4888
Validating log segment hdfs_journalnode_<*>.log about to be finalized; journal id: <*>,4889
Cache report from datanode datanode-<*> has block blk_<*>,4890
Added block blk_<*> to cachedBlocks,4891
Added block blk_<*> to CACHED list.,4892
Removed block blk_<*> from PENDING_CACHED list.,4893
Skipping download of remote edit log <*> since it already is stored locally at <*>,4894
Dest file: <*><*>-<*>,4895
Downloaded file edits_inprogress_<*> size <*> bytes.,4896
Renaming <*><*> to <*><*>-<*>,4897
Unable to rename edits file from <*><*> to <*><*>-<*>,4898
Provided storage <*> transitioning to state FAILED,4899
Failed to get number of blocks pending deletion,4900
Image Transfer timeout configured to <*> milliseconds,4901
Received an invalid request file transfer request from <*>.<*>.<*>.<*>: Invalid namespace ID,4902
NFS CREATE dir fileHandle: <*>x<*> filename: new_file.txt client: <*>.<*>.<*>.<*>,4903
"Reported block:blk_<*>_<*> not found in attempted blocks. Datanode:datanode<*>:<*>, StorageType:DISK",4904
"DataNodePeerMetrics: Got stats: {node_id=datanode<*>, bytes_written=<*>, write_latency=<*>.<*>}",4905
Receiving one packet for block block_<*>: header_info,4906
Do not start Router RPC metrics,4907
"An error occurred while reflecting the event in top service, event: (cmd=createFile, userName=hdfs)",4908
------------------- logged event for top service: allowed=true\tugi=hdfs\tip=<*>.<*>.<*>.<*>\tcmd=createFile\tsrc=<*>\tdst=hdfs:<*>:<*><*>\tperm=READ|WRITE,4909
caught exception initializing this,4910
skipping <*> bytes at the end of edit log EditLog: reached txid <*> out of <*>,4911
"Re-throwing API exception, no more retries",4912
Periodic block scanner is not running,4913
"Returned Servlet info https:<*><*>:<*><*>, response",4914
Cleaning up expired peer,4915
Loading <*> strings,4916
"Adding slow peer report is disabled. To enable it, please enable config dfs.datanode.peer.stats.enabled.",4917
Failed to delete old dfsUsed file in <*><*><*>,4918
Failed to write dfsUsed to <*><*><*>,4919
"Retrieval of slow peer report is disabled. To enable it, please enable config dfs.datanode.peer.stats.enabled.",4920
Changing meta file offset of block blk_<*> from <*> to <*>,4921
DIR* FSDirRenameOp.unprotectedRenameTo: failed to rename <*> to <*> because the source can not be removed,4922
Lease recovery started for <*> by hadoop_client from datanode<*>,4923
AsyncDataService has already shut down.,4924
Shutting down all async data service threads...,4925
All async data service threads have been shut down,4926
doEditTx() op=OP_ADD txid=<*>,4927
HA is not enabled for this namenode.,4928
NameNode ID is null.,4929
Adding security configuration to conf,4930
Using NN principal:,4931
Getting NameService ID,4932
Getting NameService ID from conf,4933
Checking if HA is enabled,4934
Getting HA NN RPC addresses,4935
Initialized generic keys for NameNode.,4936
Set generic configuration.,4937
Getting <*> ID,4938
Recover failed append to block pool-<*>,4939
Stopping <*>,4940
RedundancyMonitor received an exception while shutting <*>,4941
RedundancyMonitor thread received Runtime <*>,4942
Edit logging is async: <*>,4943
doEditTx() op=WRITE txid=<*>,4944
"*DIR* NameNode.setStoragePolicy for path: <*>, policyName: HOT",4945
"UNSTABLE write request, send response for offset: <*>",4946
"Got overwrite smaller than current offset <*>, drop the request",4947
Have to change stable write to unstable write: DATA_SYNC,4948
"Got overwrite with appended data [<*>-<*>), current offset <*>, drop the overlapped section [<*>-<*>) and append new data <*>",4949
Node datanode<*> hasn't sent its first block report.,4950
Node datanode<*> is dead and there are no low redundancy blocks or blocks pending reconstruction. Safe to decommission or put in maintenance.,4951
"Node datanode<*> is dead while in DECOMMISSION_INPROGRESS. Cannot be safely decommissioned or be in maintenance since there is risk of reduced data durability or data loss. Either restart the failed node or force decommissioning or maintenance by removing, calling refreshNodes, then re-adding to the excludes or host config files.",4952
Socket address created successfully.,4953
Cannot write <*>,4954
"Logout failed while disconnecting, error code - <*>",4955
Cannot rename the root of a filesystem,4956
Cannot rename the root directory of a filesystem,4957
"Cannot build location, hdd_pool_<*> not a child of flink_cluster",4958
Fix Quota src=hdd_pool_<*> dst=flink_cluster type=RWX oldQuota=<*> newQuota=<*>,4959
Fix Quota src=hdd_pool_<*> dst=flink_cluster oldQuota=<*>/<*> newQuota=<*>/<*>,4960
Possible loss of precision converting milliseconds to seconds for block_report,4961
Proxying operation: hdd_pool_<*>,4962
Invocation to hdd_pool_<*> for flink_cluster timed out,4963
Cannot get available namenode for hdd_pool_<*>,4964
No namenode available to invoke hdd_pool_<*>,4965
Number of suppressed write-lock reports: <*> Longest write-lock held at <*>:<*>:<*> for <*>ms via stackTrace Total suppressed write-lock held time: <*>,4966
Exception in closing journalSet,4967
"Log Audit Event: false, enableErasureCodingPolicy, RS-<*>-<*>-<*>k",4968
"SASL client skipping handshake in secured configuration with no SASL protection configured for addr = hdd_pool_<*>, datanodeId = flink_cluster",4969
doEditTx() op=createFile txid=<*>,4970
Operation: + cmd + Status: + succeeded + TokenId: + tokenId,4971
Proxying operation: + cmd + Status: + succeeded + TokenId: + tokenId,4972
Failed to close file: ... with inode: ...,4973
Proxying operation: {},4974
"error closing TcpPeerServer: , e",4975
"error closing DomainPeerServer: , e",4976
Formatting journal hdd_pool_<*> with nsid: flink_cluster,4977
Failed to delete block file,4978
Failed to delete meta file,4979
Cannot find BPOfferService for reporting block received for bpid=hdd_pool_<*>,4980
Failover from node<*> to node<*> successful,4981
"Service is not ready to become active, but forcing: notReadyReason",4982
Requested transition to active state.,4983
Transition failed due to ServiceFailedException.,4984
Unexpected exception proxying to hdd_pool_<*>,4985
Cannot get available namenode for...,4986
Get connection for...,4987
No namenode available to invoke...,4988
"Cannot get active NN for hdd_pool_<*>, State Store unavailable",4989
Cannot locate a registered namenode for hdd_pool_<*> from flink_cluster,4990
Selected most recent NN for query,4991
Proxying operation: RWX,4992
Unknown block status code reported by,4993
"*BLOCK* NameNode.processIncrementalBlockReport: from receiving: , received: , deleted:",4994
Adding new storage ID for DN,4995
child remove storage:,4996
Processing reported block... (Inferred from parent call to processAndHandleReportedBlock),4997
Reported block on size replicaState =,4998
Queueing reported block in state from datanode for later processing because QUEUE_REASON_FUTURE_GENSTAMP.,4999
BLOCK* addStoredBlock: on size but it does not belong to any file,5000
BLOCK* addStoredBlock: is added to (size=),5001
InMemoryAliasMap location hdd_pool_<*> is missing. Creating it.,5002
Proxying operation:{},5003
Invocation to hdd_pool_<*> for saveNamespace timed out,5004
Cannot execute saveNamespace in hdd_pool_<*>: Disk failure detected,5005
Login credentials loaded successfully,5006
Failed to get groups for user flink_cluster→RETURN→EXIT,5007
The server is stopped.→,5008
Another reconfiguration task is running.,5009
Log info with throwable,5010
Log trace without throwable,5011
"hdd_pool_<*>: about to release flink_cluster, ShortCircuitCache.this, slot",5012
ShortCircuitCache.this: failed to release short-circuit shared memory slot ...,5013
Leaving safe mode due to forceExit. This will cause a data loss of <*> byte(s).,5014
forceExit used when normal exit would suffice. Treating force exit as normal safe mode exit.,5015
Interrupted while waiting for reconstructionQueueInitializer. Returning.,5016
End of the phase: initialization.,5017
"startFile: recover lease<*>, src=<*><*> client client<*>",5018
No scanner found to remove for volumeId hdd_pool_<*>.,5019
Failed to write replicas to cache.,5020
Exception in closing hdd_pool_<*>.,5021
Failed to delete file hdd_pool_<*>.,5022
Cannot locate eligible NNs for hdd_pool_<*>,5023
org.apache.hadoop.conf.Configuration:getInts(java.lang.String)本节点日志序列,5024
org.apache.hadoop.conf.Configuration:getTrimmedStrings(java.lang.String)本节点日志序列,5025
org.apache.hadoop.security.Credentials:readTokenStorageStream(java.io.DataInputStream)本节点日志序列,5026
org.apache.hadoop.security.Credentials:readProto(java.io.DataInput)本节点日志序列,5027
"Proxying operation: hdd_pool_<*>, methodName",5028
hdd_pool_<*> already exists in flink_cluster.,5029
error creating ShortCircuitReplica.,5030
short-circuit read access is disabled for DataNode hdd_pool_<*>. reason: RWX,5031
short-circuit read access for the file fileName is disabled for DataNode hdd_pool_<*>. reason: RWX,5032
flink_cluster: unknown response code <*> while attempting to set up short-circuit access. RWX. Short-circuit read for DataNode hdd_pool_<*> is disabled based on <*>.,5033
flink_cluster: shutting down UNIX domain socket for empty hdd_pool_<*>,5034
flink_cluster: freeing empty stale hdd_pool_<*>,5035
flink_cluster: error shutting down shm: got IOException calling shutdown(SHUT_RDWR),5036
Removing non-existent lease! holder=flink_cluster src=hdd_pool_<*>,5037
Removing zone hdd_pool_<*> from re-encryption.,5038
